"REF_DATE","GEO","DGUID","Farm products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","160.00","","","","2"
"2003-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","169.00","","","","2"
"2003-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","173.00","","","","2"
"2004-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","165.00","","","","2"
"2004-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","167.00","","","","2"
"2004-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","167.00","","","","2"
"2004-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","173.00","","","","2"
"2004-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","171.00","","","","2"
"2004-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","171.00","","","","2"
"2004-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","169.00","","","","2"
"2004-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","165.00","","","","2"
"2004-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","153.00","","","","2"
"2004-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","143.00","","","","2"
"2004-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","145.00","","","","2"
"2004-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","144.00","","","","2"
"2005-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","142.00","","","","2"
"2005-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","146.00","","","","2"
"2005-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","148.00","","","","2"
"2005-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","142.00","","","","2"
"2005-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","140.00","","","","2"
"2005-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","150.00","","","","2"
"2005-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","149.00","","","","2"
"2005-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","128.00","","","","2"
"2005-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","146.00","","","","2"
"2005-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","145.00","","","","2"
"2005-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","145.00","","","","2"
"2005-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","150.00","","","","2"
"2006-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","154.00","","","","2"
"2006-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","142.00","","","","2"
"2006-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","138.00","","","","2"
"2006-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","138.00","","","","2"
"2006-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","185.00","","","","2"
"2006-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","176.00","","","","2"
"2006-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","188.00","","","","2"
"2006-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","160.00","","","","2"
"2006-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","165.00","","","","2"
"2006-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","168.00","","","","2"
"2006-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","180.00","","","","2"
"2006-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","180.00","","","","2"
"2007-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","185.00","","","","2"
"2007-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","190.00","","","","2"
"2007-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","209.00","","","","2"
"2007-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","212.00","","","","2"
"2007-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","212.00","","","","2"
"2007-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","209.00","","","","2"
"2007-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","205.00","","","","2"
"2007-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","175.00","","","","2"
"2007-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","182.00","","","","2"
"2007-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","213.00","","","","2"
"2007-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","221.00","","","","2"
"2007-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","248.00","","","","2"
"2008-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","252.00","","","","2"
"2008-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","246.00","","","","2"
"2008-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","292.00","","","","2"
"2008-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","263.00","","","","2"
"2008-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","261.00","","","","2"
"2008-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","231.00","","","","2"
"2008-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","283.00","","","","2"
"2008-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","274.00","","","","2"
"2008-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","269.00","","","","2"
"2008-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","266.00","","","","2"
"2008-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","265.00","","","","2"
"2008-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","270.00","","","","2"
"2009-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","280.00","","","","2"
"2009-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","270.00","","","","2"
"2009-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","250.00","","","","2"
"2009-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","240.00","","","","2"
"2009-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","230.00","","","","2"
"2009-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","220.00","","","","2"
"2009-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","219.00","","","","2"
"2009-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","212.00","","","","2"
"2009-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","182.00","","","","2"
"2009-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","184.00","","","","2"
"2009-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","193.00","","","","2"
"2009-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","212.00","","","","2"
"2010-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","216.00","","","","2"
"2010-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","213.00","","","","2"
"2010-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","222.00","","","","2"
"2010-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","218.00","","","","2"
"2010-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","201.00","","","","2"
"2010-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","194.00","","","","2"
"2010-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","185.00","","","","2"
"2010-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","200.00","","","","2"
"2010-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","235.00","","","","2"
"2010-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","245.00","","","","2"
"2010-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","245.00","","","","2"
"2010-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","245.00","","","","2"
"2011-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","245.00","","","","2"
"2011-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","240.00","","","","2"
"2011-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","240.00","","","","2"
"2011-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","236.00","","","","2"
"2011-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","265.00","","","","2"
"2011-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","272.00","","","","2"
"2011-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","268.00","","","","2"
"2011-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","271.00","","","","2"
"2011-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","271.00","","","","2"
"2011-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","269.00","","","","2"
"2011-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","269.00","","","","2"
"2011-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","265.00","","","","2"
"2012-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","270.00","","","","2"
"2012-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","270.00","","","","2"
"2012-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","260.00","","","","2"
"2012-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","260.00","","","","2"
"2012-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","265.00","","","","2"
"2012-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","268.00","","","","2"
"2012-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","275.00","","","","2"
"2012-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","280.00","","","","2"
"2012-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","285.00","","","","2"
"2012-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","287.00","","","","2"
"2012-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","289.00","","","","2"
"2012-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","272.00","","","","2"
"2013-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","282.00","","","","2"
"2013-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","285.00","","","","2"
"2013-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","288.00","","","","2"
"2013-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","284.00","","","","2"
"2013-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","271.00","","","","2"
"2013-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","268.00","","","","2"
"2013-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","262.00","","","","2"
"2013-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","249.00","","","","2"
"2013-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","265.00","","","","2"
"2013-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","257.00","","","","2"
"2013-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","251.25","","","","2"
"2013-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","250.00","","","","2"
"2014-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","246.00","","","","2"
"2014-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","245.00","","","","2"
"2014-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","245.00","","","","2"
"2014-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","248.75","","","","2"
"2014-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","255.00","","","","2"
"2014-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","255.00","","","","2"
"2014-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","247.82","","","","2"
"2014-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","207.15","","","","2"
"2014-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","207.39","","","","2"
"2014-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","230.00","","","","2"
"2014-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","228.75","","","","2"
"2014-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","235.00","","","","2"
"2015-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","240.71","","","","2"
"2015-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","245.96","","","","2"
"2015-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","248.66","","","","2"
"2015-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","258.14","","","","2"
"2015-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","254.95","","","","2"
"2015-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","265.87","","","","2"
"2015-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","252.96","","","","2"
"2015-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","219.05","","","","2"
"2015-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","185.15","","","","2"
"2015-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","197.00","","","","2"
"2015-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","247.46","","","","2"
"2015-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","244.17","","","","2"
"2016-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","243.82","","","","2"
"2016-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","242.52","","","","2"
"2016-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","248.57","","","","2"
"2016-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","256.26","","","","2"
"2016-05","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","261.70","","","","2"
"2016-06","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","245.44","","","","2"
"2016-07","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","254.77","","","","2"
"2016-08","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","169.21","","","","2"
"2016-09","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","171.08","","","","2"
"2016-10","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","186.09","","","","2"
"2016-11","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","216.17","","","","2"
"2016-12","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","213.02","","","","2"
"2017-01","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","221.43","","","","2"
"2017-02","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","220.72","","","","2"
"2017-03","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","221.21","","","","2"
"2017-04","Prince Edward Island","2016A000211","Wheat (except durum wheat) [1121111]","Dollars per metric tonne","117","units","0","v31212059","2.3","217.27","","","","2"
