"REF_DATE","GEO","DGUID","Type of grain","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1444740","","","","0"
"2004-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","846542","","","","0"
"2004-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","830876","","","","0"
"2004-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1820229","","","","0"
"2004-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2155727","","","","0"
"2004-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","928146","","","","0"
"2004-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1477574","","","","0"
"2004-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1280582","","","","0"
"2004-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1638842","","","","0"
"2004-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1648386","","","","0"
"2005-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1413552","","","","0"
"2005-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1199967","","","","0"
"2005-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1400780","","","","0"
"2005-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1052284","","","","0"
"2005-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","777913","","","","0"
"2005-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1577078","","","","0"
"2005-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2125229","","","","0"
"2005-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1246995","","","","0"
"2005-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1323714","","","","0"
"2005-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1089407","","","","0"
"2005-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1538987","","","","0"
"2005-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1150978","","","","0"
"2006-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1053708","","","","0"
"2006-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","984919","","","","0"
"2006-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1507169","","","","0"
"2006-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1324474","","","","0"
"2006-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1350271","","","","0"
"2006-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1612310","","","","0"
"2006-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2503111","","","","0"
"2006-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2086659","","","","0"
"2006-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1492531","","","","0"
"2006-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1522788","","","","0"
"2006-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1738378","","","","0"
"2006-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1248093","","","","0"
"2007-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1444717","","","","0"
"2007-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1313043","","","","0"
"2007-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1481325","","","","0"
"2007-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1133124","","","","0"
"2007-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1470291","","","","0"
"2007-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1829152","","","","0"
"2007-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2520151","","","","0"
"2007-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1633742","","","","0"
"2007-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1032904","","","","0"
"2007-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1206462","","","","0"
"2007-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1284438","","","","0"
"2007-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1184276","","","","0"
"2008-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1058689","","","","0"
"2008-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1114922","","","","0"
"2008-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1141644","","","","0"
"2008-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1057967","","","","0"
"2008-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1147174","","","","0"
"2008-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1305449","","","","0"
"2008-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2038068","","","","0"
"2008-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1778287","","","","0"
"2008-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1629709","","","","0"
"2008-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1472269","","","","0"
"2008-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1678651","","","","0"
"2008-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1347707","","","","0"
"2009-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1221947","","","","0"
"2009-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1392375","","","","0"
"2009-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1609225","","","","0"
"2009-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1772243","","","","0"
"2009-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1298833","","","","0"
"2009-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1898834","","","","0"
"2009-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2398842","","","","0"
"2009-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1013915","","","","0"
"2009-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2430839","","","","0"
"2009-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1387956","","","","0"
"2009-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1738758","","","","0"
"2009-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1448073","","","","0"
"2010-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1435955","","","","0"
"2010-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1592034","","","","0"
"2010-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1560173","","","","0"
"2010-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1409940","","","","0"
"2010-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","999342","","","","0"
"2010-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1787429","","","","0"
"2010-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2290382","","","","0"
"2010-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1121349","","","","0"
"2010-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1159592","","","","0"
"2010-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1130332","","","","0"
"2010-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1296716","","","","0"
"2010-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1345247","","","","0"
"2011-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1208900","","","","0"
"2011-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1131481","","","","0"
"2011-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1583406","","","","0"
"2011-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1170334","","","","0"
"2011-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1014571","","","","0"
"2011-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1894309","","","","0"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2262571","","","","0"
"2011-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1535400","","","","0"
"2011-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1503825","","","","0"
"2011-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1282826","","","","0"
"2011-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2244721","","","","0"
"2011-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1456758","","","","0"
"2012-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1297958","","","","0"
"2012-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1795712","","","","0"
"2012-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1310633","","","","0"
"2012-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1201402","","","","0"
"2012-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1396726","","","","0"
"2012-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1232510","","","","0"
"2012-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1972873","","","","0"
"2012-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2031273","","","","0"
"2012-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1448379","","","","0"
"2012-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1746510","","","","0"
"2012-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1628860","","","","0"
"2012-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1286149","","","","0"
"2013-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1643899","","","","0"
"2013-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1573170","","","","0"
"2013-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1313968","","","","0"
"2013-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1368472","","","","0"
"2013-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1051392","","","","0"
"2013-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1456309","","","","0"
"2013-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1974350","","","","0"
"2013-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1849263","","","","0"
"2013-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2720951","","","","0"
"2013-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2041013","","","","0"
"2013-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1653077","","","","0"
"2013-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1548820","","","","0"
"2014-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1753515","","","","0"
"2014-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1488258","","","","0"
"2014-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1889051","","","","0"
"2014-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1967915","","","","0"
"2014-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1646292","","","","0"
"2014-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2285048","","","","0"
"2014-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2761443","","","","0"
"2014-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2412272","","","","0"
"2014-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1891273","","","","0"
"2014-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1989390","","","","0"
"2014-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1819514","","","","0"
"2014-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1590818","","","","0"
"2015-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1687943","","","","0"
"2015-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1832318","","","","0"
"2015-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1946106","","","","0"
"2015-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1881165","","","","0"
"2015-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1825243","","","","0"
"2015-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2210548","","","","0"
"2015-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2188503","","","","0"
"2015-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1913112","","","","0"
"2015-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2319521","","","","0"
"2015-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1510167","","","","0"
"2015-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1780814","","","","0"
"2015-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1989546","","","","0"
"2016-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1663838","","","","0"
"2016-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1580019","","","","0"
"2016-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2078356","","","","0"
"2016-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1276595","","","","0"
"2016-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","994018","","","","0"
"2016-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1980752","","","","0"
"2016-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1860174","","","","0"
"2016-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1877299","","","","0"
"2016-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2020470","","","","0"
"2016-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1447293","","","","0"
"2016-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1946759","","","","0"
"2016-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1358910","","","","0"
"2017-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1554673","","","","0"
"2017-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1503065","","","","0"
"2017-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2116602","","","","0"
"2017-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1442279","","","","0"
"2017-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1217228","","","","0"
"2017-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2708599","","","","0"
"2017-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1948340","","","","0"
"2017-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2310124","","","","0"
"2017-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1875739","","","","0"
"2017-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1476955","","","","0"
"2017-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2140246","","","","0"
"2017-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1294980","","","","0"
"2018-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1930054","","","","0"
"2018-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1461744","","","","0"
"2018-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1572472","","","","0"
"2018-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1542045","","","","0"
"2018-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1753432","","","","0"
"2018-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1892737","","","","0"
"2018-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2109956","","","","0"
"2018-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2572561","","","","0"
"2018-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2061815","","","","0"
"2018-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1762818","","","","0"
"2018-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2388915","","","","0"
"2018-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2021692","","","","0"
"2019-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2123532","","","","0"
"2019-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1525248","","","","0"
"2019-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1861710","","","","0"
"2019-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1803295","","","","0"
"2019-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1973961","","","","0"
"2019-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1692714","","","","0"
"2019-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1489502","","","","0"
"2019-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1598389","","","","0"
"2019-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2067173","","","","0"
"2019-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2537410","","","","0"
"2019-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1841583","","","","0"
"2019-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2139748","","","","0"
"2020-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1813948","","","","0"
"2020-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1657703","","","","0"
"2020-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1997939","","","","0"
"2020-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2474205","","","","0"
"2020-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1544933","","","","0"
"2020-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2331862","","","","0"
"2020-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","3292276","","","","0"
"2020-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2333007","","","","0"
"2020-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2684491","","","","0"
"2020-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1984581","","","","0"
"2020-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1904232","","","","0"
"2020-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2087967","","","","0"
"2021-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2341964","","","","0"
"2021-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1771653","","","","0"
"2021-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2303287","","","","0"
"2021-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2092760","","","","0"
"2021-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1547465","","","","0"
"2021-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2466142","","","","0"
